id,title,desc,by
c02102,Design Patterns For SDET [ With Selenium ],"Design Reusable Page Objects, Framework & Become Test Automation Architect / Lead SDET",Vinoth Selvaraj
c02103,Learn Python Programming From Scratch,A Great Resource to Start and Master Python Development,Eduonix Learning Solutions
c02104,WordPress Intermediate Skills,"If you use WordPress, this course takes you beyond the basics and teaches you skills essential to all WordPress users.",Andrew Williams
c02105,React Hooks Tutorial - Master React Hooks Development,"Master React Hooks the right way. Learn what they are, how they work under the hood, and why they're so revolutionary!",David Joseph Katz
c02106,Learn Flowcharting and Pseudocode. Be a better programmer!,Learn the 2 most important skills in a programmer's tool box. Simplify your learning curve for any programming language.,Richard Vannoy II
c02107,"Angular & Django Full Stack: web, backend API, mobile apps","Angular 6 web app, python Django 2 RESTfull API, Cross platform iOS and Android mobile with NativeScript",Krystian Czekalski
c02108,"HTML, CSS and JavaScript: The Complete Web Developer Course","A Comprehensive Guide for Beginners interested in learning HTML, CSS, & JavaScript to Build Interactive Web Pages.",Online Training Plus
c02109,2024 Natural Language Processing in Python for Beginners,"Text Cleaning, Spacy, NLTK, Scikit-Learn, Deep Learning, word2vec, GloVe, LSTM for Sentiment, Emotion, Spam &amp; CV Parsing",Laxmi Kant | KGP Talkie
c02110,Qt Quick and QML - Intermediate (Qt 5) : Interfacing to C++,Connect Your  Fluid and Dynamic Qt Quick(QML) User Interface to a Powerful C++ Back End,Daniel Gakwaya
c02111,Master .NET and C# Unit Testing with NUnit and Moq,"Become an expert in unit testing with NUnit, Moq, dotMemoryUnit, ReSharper and other tools!",Dmitri Nesteruk
c02112,Angular SSR In Depth (formerly Angular Universal),"Updated to Angular 17 - Learn Angular Server-side rendering, optimize your application for SEO and Social Media",Angular University
c02113,"Java Messaging Service - Spring MVC, Spring Boot, ActiveMQ","Learn Queue and Topic In Detail with Java, Spring Boot, Spring MVC, Spring Framework & Apache ActiveMQ",Infybuzz Learning
c02114,Mastering CI/CD with TeamCity and Octopus Deploy,Continuous Integration and Delivery (CI/CD) with TeamCity and Octopus Deploy from absolute beginner to advanced,Aref K.
c02115,Graph Theory Algorithms for Competitive Programming (2022),"Learn Graphs Algorithms in Computer Science & Mathematics, theory + hands-on coding and ace Competitive Coding problems!",Prateek Narang
c02116,Practical Java concurrency with the Akka Actor Model,"Learn how to avoid thread-safety issues, synchronization and blocking with a really practical hands-on course",Matt Greencroft
c02117,Bootstrap 5 Essential Training : With Projects,Master Bootstrap 5 and build real-world projects with best practice,Ali Hossain
c02118,HTML5 & CSS3 Course: Build Responsive Websites from Scratch,Learn HTML5 & CSS3 From Scratch. Build Modern Websites with new HTML5 Elements and Make them Responsive with CSS3.,Fatah Gabrial
c02119,Mastering SharePoint 2013 Development Using C# - Part I,Learn How to build Applications for SharePoint in easy steps,Kameswara Sarma Uppuluri
c02120,"Ethereum with Solidity, React & Next.js - The Complete Guide","Build Smart Contracts in Solidity and Web3 DApps with React/Next. Understand Ethereum, Polygon, Hardhat and Ganache.",Eincode by Filip Jerga
c02121,Docker Container Fundamentals (Hands-on) - DevOps,Learn the fundamentals of Docker Container for beginners in devops in this docker tutorial,Ganesh Velrajan
c02122,Google Chrome Extension Development From Beginning,The only course you need to learn basics of google chrome extension development and develop your own right away!,Tomas Mikula
c02123,Comprehensive ASP.net MVC,From zero knowledge of ASP.NET to deploying a complete project to production.,3D BUZZ Programming and Digital Art training
c02124,Android App Development using Kotlin,Develop Android apps in Kotlin and publish it to Play Store,Smartherd Developers
c02125,Web Design Accessibility Certificate,"Master the fundamentals of inclusive design (including WCAG, ARIA, screen readers and lots more)",Chris Worfolk
c02126,OpenAI & ChatGPT API's: Expert Fine-tuning for Developers,"API, ChatGPT, Prompt Engineering, Finetuning, OpenAI, Integrate ChatGPT, Business AI, Generative AI, Chat GPT 4",E SKILLIFY
c02127,Advanced SQL Database Administration with MySQL Workbench,Master SQL database design & advanced database management systems to build and maintain databases w/ real-world projects,Maven Analytics
c02128,Automated Test Framework : ServiceNow,Automated Test Framework,Sushma Pinapati
c02129,Pro Unreal Engine Game Coding,The black book on how to survive on the battlefield of real-world C++ game programming,Rob Baker
c02130,"HTML5, CSS3 & JavaScript Course: Complete Guide","A Complete Step by Step Guide for Beginners to get started with HTML5, CSS3, & JavaScript in-depth.",Fatah Gabrial
c02131,Python Data Structures A to Z,Learn the essentials of data structures in Python.,Joe James
c02132,Building Interactive Dashboards with Tableau,Create a variety of fully interactive and actionable Tableau dashboards that will inform and impress your audience!,Packt Publishing
c02133,JavaScript & LeetCode | The Interview Bootcamp,Learn *all* the best practical tricks/techniques to solve those pesky interview problems so you can land that dream job!,Kevin Nguyen
c02134,Learn and Build using Polymer LitElement (beyond Polymer 3),Learn how to create Custom Elements and Web Applications with Polymer LitElement. LitElement is successor to Polymer 3,Arman Eker
c02135,Unreal Engine: First Person Shooter Survival Course,"Learn the fundamentals of creating a FPS game in Unreal Engine, with free resources and over 13 hours of tutorials!",Aidan Perry
c02136,Build Python Django Real Project: Django Web Development,Step By Step Develop Real Django Project with PostgreSQL & Deploy on Heroku. Most Powerful Way of Learning Django,Rathan Kumar
c02137,"Quasar V1: PWA (with Vue JS 2, Firebase, NodeJS & Express)","Create a Beautiful Instagram-Style Progressive Web App with Vue 2, Quasar V1, Firebase, NodeJS & Express",Danny Connell
c02138,Azure MasterClass: Manage Azure Cloud with ARM Templates,Automate management and deployment of Azure cloud resources using Azure resource manager and ARM templates,TetraNoodle Team
c02139,Big Data Programming Languages & Big Data Vs Data Science,"Big Data Programming Languages,Skills to become a Big Data Professional,Differences between Big Data &  Data Science",Lalitha Audikesavan
c02140,Advanced Java Topics: Java Reflection - Master Class,"Create Powerful Java Applications, Algorithms and Libraries using Java Reflection API, Take Full Advantage of the JVM","Michael Pogrebinsky | Software Architecture, System Design, Java Expert"
c02141,Excel Tips and trick : Learn MS Excel by making 7 Projects,Boost your understanding of Microsoft Excel - Learn how to use MS Excel by creating over 7 simple Excel projects,Yassin Marco
c02142,Android Development Working With Databases Using Mysql & PHP,In this complete course students will learn android development by working with databases using Mysql and PHP,Joe Parys
c02143,"UI&UX Design , Animation And Material design In Javafx",Create your Professional javafx application with with a pretty user interfaces and material design,Mohamed Adel
c02144,Unreal Engine 5:  Blueprint Scripting 101,Craft amazing gameplay experiences by mastering Blueprint Scripting in the Unreal Engine,Greg Wondra
c02145,Laravel 8 Vuejs & RESTful API Course With Complete Project,"Learn Basic Larave 8 , Vuejs,  Restful Api Fundamentals Then Together All, Create Inventory Management System Project",easy Learning
c02146,All About Gaming Industry Careers & Game Design Fundamentals,2 courses in 1. Explore Career Paths in the Gaming Industry and the Fundamentals of Game Design,VICONIC Development
c02147,JavaScript JSON AJAX API data for web pages Objects Arrays,JavaScript code to connect to web APIs and get JSON data use AJAX explore JavaScript Objects and Arrays for JSON,Laurence Svekis
c02148,Learn To Create A First Person Shooter With Unity & C#,Game development made easy. Learn C# with Unity and create your very own FPS game.,James Doyle
c02149,Create Chatbot for Website with React and Node.js,"Create a chatbot for webpage with React and Node.js. Teach chatbot to sell products, give recommendation, measure demand",Jana Bergant
c02150,The Complete Selenium WebDriver with Java Course,"Learn Selenium WebDriver with Java, TestNG Framework, Page Object Model, Page Factory Design. Learn Coding From Scratch.",Dezlearn Education
c02151,Top Node and Javascript Bundle: Learn Node and JS,Learn Node.js and Javascript the Fast and Easy Way With This Popular Bundle Course!,John Elder
c02152,Learn Jenkins from a DevOps Guru,Learn how to build automated continuous integration pipeline with Jenkins. Take your DevOps skills to the next level.,DevOps Training
c02153,Create an Arcade Style Game in Roblox,Roblox Game Development,SimTek Game Development
c02154,Getting Started with Data Management,Learn the basics of how organizations deal with data. Analyze data using Python and SQL. Explore Hadoop and Hive.,Philip Agaba
c02155,Learn To Code by Making Video Games - No Experience Needed!,"Start coding today by making games, learning in a fun and engaging way using GameMaker Studio 2",Aaron Craig
c02156,Complete MLOps Bootcamp | From Zero to Hero in Python 2022,"Advanced hands-on bootcamp of MLOps with MLFlow, Scikit-learn, CI/CD, Azure, FastAPI, Gradio, SHAP, Docker, DVC, Flask..",Data Bootcamp
c02157,Fundamentals of Electrical Instrumentation,Master the fundamentals of instrumentation: Learn to wire digital & analog circuits and understand how they work!,The Wiring Wizard
c02158,Learn SQL with Microsoft SQL Server,Understanding Databases and SQL,John Elder
c02159,"Instant Test Driven Development with Java, JUnit and Mockito","Go from Zero to Hero with Java, JUnit and clean, tested code.",Ashley Frieze
c02160,SQL Server Migration and Upgrade Process,Migrating databases and upgrading SQL Server versions,Raphael Asghar
c02161,Learn JavaScript for beginners,Explore the fundamental concepts of JavaScript and how to being adding JavaScript to your web pages,Laurence Svekis
c02162,AJAX JSON JavaScript Dynamic and Interactive Web Content,Learn how to use AJAX to send data to your web server and get response data back to output in your web application,Laurence Svekis
c02163,Apache Spark Streaming 3 with Scala | Rock the JVM,"Stream big data with Apache Spark Streaming 3 and integrate with Kafka, JDBC, Cassandra and more, hands-on, in Scala",Daniel Ciocîrlan
c02164,Javascript Intermediate level 1 - Mastering the DOM,Learn to create really nice functionalies by learning the DOM in Javascript,Edwin Diaz
c02165,Bootstrap From Scratch - Fast and Responsive Web Development,"Build Projects and Master Responsive Web Development with Bootstrap 4, HTML5 and CSS3 with Mobile First Design and More",Mammoth Interactive
c02166,Mastery in Python - For Beginners from Zero to Hero !,A straight-to-the-point Python course to quickly get you started with writing Python code and creating Python examples,Arun Ammasai
c02167,PHP: Complete Login and Registration System with PHP & MYSQL,Build a Complete & Secure PHP Login and Registration System with PHP and MySQL - Email Activation and lots more,Terry Ogbemudia Osayawe
c02168,Learn Modern JavaScript: Getting Started,JavaScript for Beginners; In Depth Training to truly Learn JavaScript; Gets You Started as a JavaScript Programmer,Steven Hancock
c02169,Mastering Go Programming,"Master programming with Golang by learning how to write idiomatic, effective code",Packt Publishing
c02170,Learn Bootstrap 4 Responsive Web Development,Learn how to create responsive websites using Bootstrap,Frahaan Hussain
c02171,Swift 3 - Learn to Code with Apple's New Language,Learn to Program Swift 3 with Xcode Playgrounds. Be a part of the world's fastest growing programming language! iOS 10,Nick Walter
c02172,The Git and GitHub for Beginners,"Learn basic Git features: commit changes, checkout commits and branches, merge branches, sync with GitHub","Bogdan Stashchuk | Software Engineer, MBA, PhD"
c02173,Become a Professional Programmer,"Learn programming with HTML5, CSS3, Python, Swift, Google Go, Java, Perl, C++, Ruby on Rails and more.",Stone River eLearning
c02174,Redux with React JS: Learn Redux with Modern React JS,"Learn Redux, React Router and React Portals with my ReactJS Redux course. Master with Redux and create React app",Oak Academy
c02175,Modern Redis Unleashed,"Today's Redis is more than a cache! Learn how Redis can replace NoSQL, Elasticsearch, Neo4j, Kafka, and more.",Sundog Education by Frank Kane
c02176,The Ultimate Excel VBA Arrays Course,Learn To Manipulate Data Invisibly and At Lightning Speeds with Arrays!,Daniel Strong
c02177,Hacking with macOS - Build 18 Desktop Apps with Swift 5,Build Amazing Desktop Apps for your Mac,Stephen DeStefano
c02178,Angular - Complete Beginner's Guide 2024 [Step by Step],"Front End Web Development, Component, Service, Route, Module, Decorator, HTTPClient, Typescript, Angular.js successor",Navin Rajesham
c02179,Complete Filemaker Invoice database,A complete course to creating your own Filemaker Database system from scratch to automate your company's paperwork.,Guy Stevens
c02180,Data Structures and Algorithms In Python ( DSA ),Data Structures and Algorithms in Python using Python DSA Data Structures DSA Leetcode Python Data Structures Algorithms,Deepali Srivastava
c02181,ISTQB Agile Tester Sample Exams,The best way to prepare for the ISTQB Agile Tester Exam,Tarek Roshdy
c02182,Introduction to Apache Solr,Fundamental concepts and use-cases of Apache Solr,Lucian Oprea
c02183,LangChain 101 for Beginners (OpenAI / ChatGPT / LLMOps),"Learn all the basics of LangChain by building LLM-powered Python applications with OpenAI, HuggingFace and Chroma!",Avinash Jain
c02184,Talend + SQL + Datawarehousing - Beginner to Professional,Talend + SQL + Datawarehousing,TalendTech Solutions
c02185,"Richard Stibbard's ""Ultimate Web Development Course""","Learn all the major web technologies in one full stack development project: HTML, CSS, MySQL, PHP, jQuery and AJAX",Richard Stibbard
c02186,Microsoft SQL Server 2012 Certification Training Exam 70-462,Study For The Microsoft 70-462 Exam -  Administering Microsoft SQL Server 2012 Databases,Infinite Skills
c02187,Alteryx Designer Core Certification Prep and Practice Tests,Get Certified: Prepare for Alteryx Designer Core Exam with Confidence. Master Alteryx Designer Core Concepts with Tests,Step2C Education
c02188,How to Create Complete Oracle APEX Web Apps Easily,Learn standard approaches to developing complete web enterprise APEX apps from scratch to finish easily and rapidly.,Michael Nwaogu
c02189,Learning Path: Haskell: Functional Programming and Haskell,"Gain expertise of programming in Haskell — an advanced, purely functional programming language.",Packt Publishing
c02190,R Data Pre-Processing & Data Management - Shape your Data!,Learn how to prepare your data for great analytics in R.,R-Tutorials Training
c02191,"Build Your own Self Driving Car | Deep Learning, OpenCV, C++","Learn Raspberry Pi, Arduino UNO, Image Processing and Neural Networks (Machine Learning)  for any Embedded IOT Project",Rajandeep Singh
c02192,Master HTML:5   from very beginner to Pro,The smart way to learn HTML:5 using Chatgpt from basic to advanced level Including Hands-on 7 Projects,Jahangeer Shah
c02193,Create Complete Web Applications easily with APEX 5,"Create modern, complete and functional web applications with Oracle's Amazing APEX 5 framework.  ",Andrew Vega
c02194,Master NestJS - Node.js Framework 2023,"Learn Nest and Node, GraphQL, REST, Unit Testing, E2E Testing, Type ORM 3, API Development with TypeScript and more!","Piotr Jura | 52,000+ Enrollments"
c02195,"Microsoft Azure, DevOps and MicroServices with .NET",Build Enterprise class Applications with Microsoft Azure and Stand Out from the Crowd,Brett Hargreaves
c02196,Connecting and working with Oracle Cloud DBaaS,"Connecting and working with Oracle cloud DBaaS using command line tool, Toad for Oracle, SQL Developer and C Program.",Nishith Jain M R
c02197,SignalR Mastery: Become a Pro in Real-Time Web Development,"Learn real-time web development from a Microsoft MVP, with examples supported up through .NET 6.",Kevin Griffin
c02198,"React.js & Firebase Project - ReactJS 18, Firebase 9 Project","React.js and Firebase portfolio project. Build Realtor (Real estate) clone using React js 18, Firebase 9, Tailwind CSS 3",Dr. Sahand Ghavidel
c02199,Naked C#: A Beginner's Guide to Coding,The bare bones of programming without the bling!,Penny de Byl
c02200,"Create a Twitter Clone with Node.js, Socket.IO and MongoDB","Learn Node.js, MongoDB and more by making the ultimate Twitter clone website completely from scratch!",Reece Kenney
c02201,Android Studio Masterclass: Conquer the Android IDE,Android Studio Masterclass: Learn Android Studio from Top to Bottom and Become a Better Android Developer!,Kurt Anderson
c02202,Learn SQL in 6 days,Learn SQL and handle databases confidently,John Anthony
c02203,JavaScript: Understanding ES6 and Beyond,Deeply understand JavaScript’s newest features,Anthony Alicea
c02204,Test Automation with Katalon Studio (Selenium WebDriver),Katalon Studio - Keyword driven tool written on top of Selenium for Web Application Automation | API Testing,Abode QA
c02205,SAP ABAP Debugging - From Basic To Advanced Concepts,Understanding and Taking Advantage of the New SAP ABAP Debugger,Marcos Silva
c02206,The Essential Kotlin Programming Course (Android Developers),A deep dive exploring the Kotlin Programming Language,Jason Fedin
c02207,Learning Path: Modern DevOps,"Move into the modern DevOps world with Git, Docker, and Puppet",Packt Publishing
c02208,Build Timesheet Solution with PowerApps & SharePoint,Real-Life Business Solutions Series: Build your own Timesheet Management App for your Office 365 Environment,"Asif Khawaja, PhD"
c02209,Build Complete School Management System Using PHP Framework,This is the only course where erp software is fully developed using the most simpliest approach but very secure,Olawuyi Segun Orisunola
c02210,Dynamic Programming - I,Master the art of solving Dynamic Programming problems and acing the Coding Interviews,Sweet Codey
c02211,Full-Stack Web Development For Beginners,"Learn  Frontend and Backend Web Development Using: HTML, CSS, JAVASCRIPT, NODE, SQL,POSTGRESQL,REACT,RESTful APIs",Bluelime Learning Solutions
c02212,Master Unity® VR: Make 30 Mini Games in 3D,Learn everything you need to know to make your own mini virtual reality games for mobile!,Mammoth Interactive
c02213,"CSS, Bootstrap, JavaScript And PHP Stack Complete Course","CSS, Bootstrap And JavaScript And PHP Complete Frontend and Backend Course",PROPER DOT INSTITUTE
c02214,Master The C Programming Language,A step by step guide to master the C Programming language with simple and easy to understand examples.,Sagar Uppuluri
c02215,Flutter 1.2 with Firebase&Stripe Build shop app from scratch,[INTERMEDIATE] Flutter full shop app with Firebase to cover Flutter and Firebase concepts&Stripe payment integration,Hadi Kachmar
c02216,Unreal Engine:  Create an Arcade Classic!,"Like ""Fortnite?""  Master the tools used to build it as we re-create an arcade classic using the Unreal Engine.",Greg Wondra
c02217,Django 4 - Learn to Build EMS Web Application with Django 4,Learn to build a EMS Web application with Django 4. Step by Step and Practical guide to getting started with Django 4.,Fatah Gabrial
c02218,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",Learn modern web design and code responsive websites from scratch using HTML5 and CSS3. Develop and code a huge project.,Filip Kordanovski
c02219,ChatGPT for Business: Writing with a Generative AI Companion,Boost Your Writing with Generative AI Tools like ChatGPT or Google Bard to Help You Write More Creatively & Effectively,Phil Ebiner
c02220,Professional Rails Code Along,"Develop a real world Rails project using TDD/BDD, including a step by step guide to building professional applications.",Jordan Hudgens
c02221,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,"Learn how to use Karma, Jasmine and Istanbul to quickly set up automated unit tests for your AngularJS applications",Matthias Kentzia
c02222,Crash Course Laravel and Vue JS 2021 Bootcamp + free CMS,This Laravel course is a must have if you need to learn or improve your skill with Laravel and Vue JS.,Gerrit Vermeulen
c02223,The Swift Arcade Professional iOS Development Course - UIKit,Everything you need to transition from hobbyist to professional iOS developer,Jonathan Rasmusson
c02224,Deploy Fargate ECS Apps & Infrastructure: AWS with Terraform,"Learn to work with AWS ECS Fargate, implement complete infrastructure deployment using Terraform with an AWS Architect!",Niyazi Erdogan
c02225,Learn Unity's Entity Component System to Optimise Your Games,Update your Unity programming skills to take advantage of the new Data Orientated Technology Stack and Burst Compiler,Penny de Byl
c02226,ASP.Net Web Forms Live Project,RealTime End To End Implementation,Manzoor Ahmed
c02227,Modern Javascript for Beginners 2020 + Javascript Projects,The ultimate beginners course for Javascript - Learn Modern Javascript for 2020 with a plenty of examples and projects,DigiFisk (Programming is fun)
c02228,Shopify Theme Development: Create Shopify Themes [2023],Learn how to create Shopify themes using ThemeKit and how to use Liquid programming for customizing Shopify themes,Bernard Polidario
c02229,Computer Vision on Raspberry Pi - Beginner to Advanced,Build Real-World Computer Vision Applications on Raspberry Pi and Learn Basics of Neural Networks using Google Colab,Dr. Steven Fernandes
c02230,The Complete iOS Development Course. Swift Programming A-Z,Best Swift Course Ever | Learn All Untold Secrets | Build +60 Apps | Complete iOS Swift Developer Course | Lear In Full,Akhmed Idigov
c02231,Node.js - The Complete RESTful API Masterclass (2023),"Node.js : Build fast, scalable and powerful Nodejs RESTful APIs using Express & MongoDB from Development to Deployment",Ghulam Abbas
c02232,Complete Web Designing Course | Web-Development BootCamp,"Complete Web Designing Course with HTML CSS JavaScript, SEO.jQuery, Web Templates, Layout |  Web-Development BootCamp",Faisal Zamir
c02233,Software Testing :Effective Test Case Writing & Formatting,Must for all Manual Testers | Standard Test Case Format | Manual Testing Concepts | Test Case Designing Techniques,Testing World
c02234,HTTP to HTTPS - Secure your Website with SSL for Free,"Fix connection ""Not Secure"" warning in Google Chrome.  A complete guide to installing a free SSL certificate.",Andrew Williams
c02235,Learn Unity Engine and C# by creating a real top down RPG,Learn Unity engine and C# while developing a fast and efficient workflow for creating a top down RPG and future projects,Michael Doyon
c02236,Beginning Scala Programming ,Gain a solid understanding of programming with Scala -  A course for beginners,Infinite Skills
c02237,Akka HTTP with Scala | Rock the JVM,A must-have for Scala and Akka developers: write reactive microservices and REST APIs with Akka HTTP and Scala,Daniel Ciocîrlan
c02238,PCB Designing (with 3D Model) in Orcad [2022],"Schematic in OrCAD Capture CIS, Printed Circuit Board, BOM,Footprints, 3D Model,Routing and Gerber files for Arduino UNO",Rajandeep Singh
c02239,"Full Stack Web Development with React JS, Angular and NodeJS","Full stack web development. Up full stack developer career with HTML CSS Javascript, React JS, Angular, NodeJS, MongoDB",Oak Academy
c02240,Python GUI Development with PyQt6 & Qt Designer,"Learn how to build Graphical User Interface (GUI) applications with Python, PyQt6 and Qt Designer",Parwiz Forogh
c02241,"The Modern Flexbox, Grid, Sass & Animations Developer Course","Become Legendary in CSS Flexbox, CSS Grid, Sass and Advanced CSS Animations by Building Awesome Real-world WEBSITES",Muslim Helalee
c02242,Complete Cognos Training Course for a Dream IT Job,The Best and Complete Course on Cognos Technology That Prepares You for an IT job better than any other course,Faran Khan
c02243,Functional Programming in JavaScript: A Practical Approach,"Finally, understand the concepts of functional programming in JavaScript.",Steven Hancock
c02244,Learn Machine Learning in 21 Days,Learn to create Machine Learning Algorithms in Python Data Science enthusiasts. Code templates included.,Code Warriors
c02245,Basic C# Clearly Explained,A Friendly Invitation To Real C#,T O
c02246,"Unity Game Developer Masterclass 2021 (2D, 3D and FPS)","Create your first Unity Games - FruitNinja clone, Hausmeister clone, Zombie shooter etc. using Csharp",Denis Panjuta
c02247,Advanced Topics in C#,A discussion of the more complicated aspects of the C# language,Dmitri Nesteruk
c02248,"Mastering Django - AJAX, Class Based Views, Forms","Master your skills as a Django developer by learning advanced techniques - Pipenv, Seed Data, External API, Auth Views",Nick Walter
c02249,AngularJS Custom Directives with Dan Wahlin,Take your AngularJS skills to the next level and learn the inner workings of AngularJS and custom directives!,Dan Wahlin
c02250,Python for Complete Beginners,Become a Python Programmer,Code IT
c02251,Data Science Foundations,Fundamentals of Data Science: Learn the Tools and Techniques,Data Hawk
c02252,Software testing and Automation of APIs with UFT/QTP,Automated API Testing is quickly becoming more desired than GUI Automation. Learn the secrets from real QA Engineers,QTP  Tutorial
c02253,Complete Wordpress Theme Development Course,"Learn how to code and launch websites from scratch with HTML, CSS, PHP, and Wordpress",Upskill Courses
c02254,Git with Visual Studio Code,"An introduction to Version Control using Git, GitHub and Visual Studio Code",Alex Horea
c02255,Microsoft Azure Data Lake Storage Service (Gen1 & Gen2),"How to ingest, process and export data in Azure Data Lake using Databricks and HDInsight,","Eshant Garg | | LearnCloud.Info | 100,000+ Enrollments"
c02256,Angular Components - like a Pro! (Angular 2/4/5/6/7+),Master the Angular Components like a PRO to create technically brilliant components,Enrique Oriol
c02257,Introduction to industry REST microservices in Golang (Go),Everything you need to get serious about microservices design & development in Golang: From design to production metrics,Federico León
c02258,OpenAPI Specification & Swagger Tools - Zero To Master,"Document, Mock, Test APIs using Open API specification &amp; Swagger Tools. Generate code from Open API. Based on OAS 3 ver",Eazy Bytes
c02259,Intro To PHP For Web Development,Learn PHP for Web Development. Php is a popular Programming Language for a reason! Become a backend coder today!,John Elder
c02260,Cucumber BDD Masterclass with Selenium 4 & Java + Framework,"Learn *real world* Cucumber BDD from scratch, develop robust framework with Selenium WebDriver, Page Object Model & APIs",Omprakash Chavan
c02261,Blazor WebAssembly Full Stack Bootcamp with .NET 5,"Build an online browser game from scratch using Blazor WebAssembly, Web API, Entity Framework & SQL Server with .NET 5.",Patrick God
c02262,Learn Swift 4 with Bob: The Intermediate to Advanced Swift,"Functional Programming, Protocol Oriented, Value Oriented, Generic Protocols, Object Oriented, Swift 4",Bob Lee
c02263,Azure Data Factory | Data Engineering on the Cloud,"Get hands on and build a modern data lake with Azure Data Factory (ADF), Data Lake Storage, Azure SQL and more! (DP203)",Malvik Vaghadia
c02264,Complete Python 3 Programming Bootcamp: Beginner to Advanced,Learn Python Programming from Beginner to Advanced Level! Go from Zero to Hero in Python with Hundreds of Examples!,Code Star Academy
c02265,Java (and Cucumber) for Automation Testing,Master Java for Test Automation. Java for Testers/Test Automation Engineers/QA. Interview Assignments & Coding Exercises,Manual 2 Automation Testing
c02266,Salesforce Flows: Get Started with Lightning Flow Builder,Learn the new Salesforce Lightning Flow Builder and learn to automate your business process using Salesforce flows.,Yashad Tayal
c02267,Blockchain Web Development on Ethereum,The only course you need to learn development of decentralized web application powered by Ethereum blockchain!,Tomas Mikula
c02268,Advanced Automation Testing with Quick Test Pro (QTP) or UFT,Become an expert automation tester through this award winning HP Quick Test Professional (QTP)/ UFT course,QAEversity .
c02269,Data Structures and Algorithms: In Depth using C#,"List, Stacks, Queues, Binary Search Trees, Hashing, Heaps, Graphs, Sorting, Searching - Data Structures & Algorithms C#",Syed Mohiuddin
c02270,Python Programming Master Course (2022),"Hone your programming skills by learning Python3 - master data structures, OOPS, problem solving and project building!",Mohit Uniyal
c02271,VSD - TCL programming - From novice to expert - Part 1,The Expert In Anything  Was Once A Beginner,Kunal Ghosh
c02272,Math 0-1: Calculus for Data Science & Machine Learning,"A Casual Guide for Artificial Intelligence, Deep Learning, and Python Programmers",Lazy Programmer Inc.
c02273,React JS Course - Getting Started Guide to Beginners,Learn Fundamentals of React JS from Scratch. Getting Started guide for Beginners in Building Modern Web Apps in React JS,Fatah Gabrial
c02274,Functional Programming using C++,Write more robust and easier to maintain C++ code than ever before.,Tobias Hermann
c02275,ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,A practical course in ASP.NET MVC 5 with Entity Framework and Bootstrap that teaches asp net mvc with ef from scratch,Fast & Easy Programming
c02276,Build RESTFUL APIs using Kotlin and Spring Boot,A complete hands on approach to learn the Kotlin language and build Restful APIs using Kotlin SpringBoot.,Pragmatic Code School
c02277,Build A Multiplayer Kart Racing Game In Unity V.2019,"Learn all about vehicle physics, game mechanics, AI, and networking for multiplayer kart racing experiences.",Penny de Byl
c02278,"The Complete Web Development Course with PHP, PDO & MySQL",Learn Everything  to be a Professional PHP Developer by Building Fully Functional Website with Admin Panel,Md. A. Barik
c02279,Web Development Concepts for Everyone,"Complex Web Development Topics, Broken Down into Easy to Understand Concepts",Scott Bromander
c02280,The Complete iOS 11 Developer Course - Beginner To Advanced,In the complete iOS 11 Developer Course students will learn Swift4 creating real apps like Instagram & Foursquare clones,Joe Parys
c02281,Python Fundamentals: Beginner's Guide to Coding with Python,Python Fundamentals: A Comprehensive Guide to Coding with Python for Beginners,Fettah Ben
c02282,Wix Web Design 2024:Level 1:BEGINNER *Wix Certified Trainer,Learn from a Wix Certified Trainer how to build an engaging website that converts visitors to leads -- guaranteed!,"Michael Wood, M.Ed., M.S."
c02283,Complete PHP from Scratch for Beginners,Start your Career as Back End Web Developer with lots of Practical Examples and Exercises. Skills Guaranteed.,Srini Vanamala
c02284,The Beginners Guide To Learning HTML/HTML5 the right way.,New to HTML? Don't Know Where To Start? Worry No more! I cover all the basics so you can stop thinking and start coding,Sarib Mujtaba
c02285,ETL Framework for Data Warehouse Environments,The non functional ETL requirements,Sid Inf
c02286,Vagrant Quick Start: Virtualized Development Environments,"An introduction to setting up and managing development server virtual machines using Vagrant, Virtual Box, and Linux",Jason Taylor
c02287,VB.Net for Beginners Step by Step Projects and Exercises,Learn Visual Basic .Net and Windows Forms (WinForms) by doing programming projects for beginners,Pavol Almasi
c02288,Angular Progressive Web Apps (PWA) MasterClass & FREE E-Book,Practical Guide to Angular Progressive Web Applications (PWA),Angular University
c02289,Build UBER Clone App Using Flutter and Firebase (2020),Learn advanced Flutter concepts by building a functional Uber Clone app using Firebase & Flutter (Android & iOS),Ufinix Academy
c02290,Deep Dive - ASP.NET WebForms,36 Hours Course covering all concepts of ASP.NET WebForms in-depth by Micorosoft Certified Trainer,Sandeep Soni
c02291,Salesforce Flows - Learn Salesforce Lightning Flows Fast,Ready to learn the power of Salesforce Flows? To be more confident in building Salesforce Flows? Updated June 2022,David Massey - Lead Solution Engineer at Salesforce UK&I
c02292,Batch Script Programming Crash Course (CMD),Learn Batch Script Programming From Beginning To Advance With Batch File/Script Crash Course - Zero To Hero,Narendra Dwivedi
